id,carat,cut,color,clarity,depth,table,x,y,z,price
9193,1.16,Premium,H,SI1,61.8,58.0,6.77,6.7,4.17,5410
18664,2.1,Premium,F,SI2,61.8,61.0,8.25,8.21,5.09,18198
12565,0.7,Ideal,G,VS1,59.5,56.0,5.78,5.85,3.46,2863
11535,0.83,Premium,I,SI1,62.3,58.0,6.0,6.03,3.74,2789
12386,0.77,Ideal,D,VS2,61.8,56.0,5.9,5.85,3.63,2984
3139,0.9,Very Good,F,SI1,63.4,57.0,6.1,6.06,3.86,3965
17672,0.5,Ideal,F,SI1,61.1,57.0,5.11,5.13,3.13,1385
17134,0.53,Ideal,G,SI2,61.8,55.0,5.21,5.18,3.21,1136
16439,0.41,Premium,I,VVS1,61.7,59.0,4.76,4.75,2.93,901
777,0.3,Ideal,G,VVS2,61.9,55.0,4.3,4.33,2.68,686
10043,0.35,Ideal,F,VS2,61.9,56.0,4.58,4.54,2.82,906
11662,0.7,Very Good,E,SI2,59.4,63.0,5.77,5.82,3.44,2578
14364,0.54,Ideal,E,SI1,61.4,56.0,5.25,5.27,3.23,1608
4019,0.7,Fair,D,SI2,64.6,59.0,5.59,5.55,3.59,2382
9386,1.01,Premium,G,VS2,62.6,59.0,6.39,6.37,3.99,5842
9553,0.32,Premium,G,IF,61.3,58.0,4.43,4.4,2.7,988
13693,1.51,Good,E,VVS2,61.8,61.0,7.3,7.33,4.52,13112
19997,1.23,Very Good,H,VS2,61.5,59.0,6.88,6.92,4.24,6473
10080,0.32,Ideal,I,SI1,61.8,57.0,4.38,4.36,2.71,572
12968,0.71,Premium,F,SI1,62.2,58.0,5.79,5.73,3.58,2381
14915,0.5,Ideal,E,VS1,61.9,57.0,5.11,5.15,3.18,1678
6083,1.04,Ideal,D,VVS2,62.3,57.0,6.49,6.45,4.03,11062
9305,0.3,Ideal,D,VS2,61.0,57.0,4.34,4.3,2.63,911
2982,1.11,Good,F,SI1,63.3,56.0,6.65,6.68,4.21,6841
15366,0.41,Ideal,F,VVS2,61.8,55.0,4.8,4.78,2.96,1115
17744,0.32,Premium,H,VS2,61.5,58.0,4.38,4.43,2.71,648
10901,0.92,Very Good,G,SI1,63.5,57.0,6.08,6.16,3.89,3335
5890,0.77,Good,I,VS2,58.5,65.0,6.03,5.97,3.49,2728
14021,0.51,Very Good,F,SI1,63.5,58.0,5.07,5.03,3.2,1250
11977,0.47,Ideal,D,VS2,62.5,56.0,4.94,4.97,3.1,1249
9187,0.71,Premium,G,VS1,61.9,59.0,5.71,5.69,3.53,2766
9156,0.41,Ideal,G,VVS2,61.3,57.0,4.78,4.81,2.93,1103
6005,0.39,Premium,G,VS1,58.0,61.0,4.84,4.81,2.79,956
565,0.41,Ideal,G,VS2,61.1,56.0,4.81,4.86,2.95,863
4118,0.4,Very Good,D,VVS2,60.3,59.0,4.78,4.81,2.89,1054
5899,0.51,Ideal,D,VS1,61.9,57.0,5.16,5.18,3.2,1769
840,0.73,Ideal,I,SI1,61.1,56.0,5.84,5.8,3.56,2140
3888,2.0,Good,D,SI2,63.2,60.0,7.98,8.09,5.07,18318
9834,1.0,Premium,E,SI2,60.5,58.0,6.48,6.45,3.91,4672
19866,0.4,Premium,I,VS1,61.4,59.0,4.75,4.71,2.9,945
7641,0.9,Premium,I,SI1,61.3,62.0,6.13,6.1,3.77,3181
14713,1.5,Ideal,G,SI1,61.7,60.0,7.37,7.31,4.52,11554
8655,0.79,Very Good,F,SI1,62.2,58.0,5.92,5.95,3.69,2795
2666,0.27,Ideal,F,VS2,61.0,55.0,4.2,4.26,2.57,599
9341,0.32,Ideal,H,VVS1,61.6,55.0,4.47,4.42,2.73,1024
4092,0.54,Ideal,G,VS2,61.4,57.0,5.23,5.25,3.21,1637
765,0.7,Good,H,VS1,63.8,59.6,5.57,5.54,3.55,2180
1440,0.85,Premium,D,SI2,59.4,59.0,6.19,6.14,3.66,3210
13505,0.4,Ideal,G,VS1,61.9,57.0,4.77,4.73,2.94,929
17565,0.53,Ideal,G,VS1,61.4,56.0,5.18,5.2,3.19,1691
3872,0.51,Ideal,F,SI1,61.7,55.0,5.17,5.19,3.19,1305
14490,1.07,Premium,H,SI1,60.2,58.0,6.68,6.64,4.02,6150
18354,0.41,Ideal,G,IF,61.0,56.0,4.79,4.87,2.94,1367
15827,1.22,Premium,H,SI1,62.4,58.0,6.81,6.77,4.24,6890
4865,0.9,Premium,G,SI1,62.5,59.0,6.12,6.07,3.81,3594
15659,0.9,Very Good,D,SI2,62.8,58.0,6.11,6.08,3.83,3847
2620,0.33,Ideal,F,VS2,60.0,57.9,4.49,4.46,2.69,854
18820,0.33,Ideal,E,VS2,62.0,55.0,4.44,4.42,2.75,692
14630,0.52,Very Good,G,VS1,62.9,58.0,5.12,5.17,3.25,1852
18604,1.61,Good,I,VVS2,63.6,56.0,7.46,7.42,4.71,12499
6709,0.71,Premium,G,VS2,63.0,58.0,5.69,5.65,3.58,2766
3026,0.59,Ideal,D,SI1,61.3,55.0,5.41,5.43,3.33,1851
14450,0.42,Ideal,G,SI1,61.1,57.0,4.81,4.85,2.95,882
4102,1.22,Premium,H,SI1,61.5,58.0,6.86,6.88,4.23,6580
1298,0.55,Premium,G,SI1,62.5,58.0,5.26,5.22,3.27,1349
18651,0.31,Ideal,G,VVS1,62.3,53.0,4.35,4.33,2.7,927
6338,1.09,Premium,G,SI2,60.9,58.0,6.63,6.58,4.03,4578
2022,1.21,Ideal,G,VS1,61.9,57.0,6.82,6.85,4.23,8599
15673,0.9,Very Good,E,SI2,61.7,57.0,6.2,6.27,3.84,3755
7372,1.04,Premium,F,VS2,62.5,58.0,6.47,6.43,4.03,6479
9385,0.25,Premium,E,VVS2,62.3,59.0,4.01,4.03,2.5,526
2685,0.33,Very Good,G,VS2,59.0,62.0,4.49,4.53,2.66,544
17641,0.32,Premium,G,VVS2,62.6,58.0,4.34,4.32,2.71,730
15355,0.31,Ideal,E,VS1,60.5,56.0,4.37,4.38,2.64,734
7785,0.54,Ideal,H,VS2,61.4,56.0,5.22,5.25,3.21,1395
1025,0.9,Fair,D,SI1,65.2,57.0,6.04,6.1,4.01,3373
14790,0.38,Ideal,F,VVS2,61.9,57.0,4.67,4.63,2.87,988
9404,2.02,Very Good,F,SI2,61.7,56.0,8.12,8.16,5.02,17658
8650,1.7,Premium,G,VS1,61.7,57.0,7.65,7.57,4.71,15151
13570,0.41,Ideal,E,VVS2,61.0,57.0,4.8,4.83,2.94,1186
12484,1.0,Very Good,D,VVS1,65.5,56.0,6.23,6.27,4.1,4021
18472,1.71,Premium,G,VS2,59.3,61.0,7.72,7.79,4.62,14720
15861,1.02,Ideal,E,SI1,62.6,56.0,6.4,6.43,4.02,5413
9537,1.01,Very Good,G,SI1,62.8,56.0,6.36,6.38,4.0,4704
9636,0.4,Ideal,I,VVS2,61.7,56.0,4.77,4.73,2.93,1080
3499,0.4,Premium,H,VS1,62.0,59.0,4.67,4.71,2.91,1125
2496,1.51,Fair,I,SI2,65.0,61.0,7.08,6.97,4.61,5620
11223,0.54,Ideal,G,VS2,61.7,56.0,5.25,5.28,3.25,1582
11269,0.41,Ideal,G,VVS1,62.0,55.0,4.77,4.75,2.95,1055
2422,0.63,Ideal,G,VVS1,61.9,55.0,5.47,5.5,3.4,2577
17222,0.33,Ideal,F,IF,62.6,57.0,4.38,4.39,2.75,898
10835,0.32,Very Good,H,SI2,63.1,56.0,4.37,4.41,2.76,421
2732,0.55,Premium,H,VS1,61.0,59.0,5.31,5.28,3.23,1590
80,0.38,Ideal,D,VS1,61.9,55.0,4.62,4.65,2.87,1093
4217,0.53,Ideal,G,VS2,61.7,55.0,5.22,5.26,3.23,1577
4242,0.35,Ideal,G,VVS2,60.9,57.0,4.51,4.57,2.76,786
3811,1.0,Very Good,I,VS2,61.9,62.0,6.4,6.48,3.98,4269
12620,1.7,Premium,F,SI2,61.6,58.0,7.64,7.6,4.69,11220
8148,0.4,Ideal,G,SI1,62.1,54.0,4.72,4.76,2.94,741
18244,1.0,Good,E,SI2,63.8,57.0,6.32,6.25,4.02,3991
1359,1.02,Very Good,H,SI1,64.1,56.0,6.35,6.38,4.08,4404
16744,0.7,Premium,E,SI2,62.6,60.0,5.67,5.61,3.52,2381
9840,1.51,Very Good,F,VS2,59.2,60.0,7.42,7.46,4.41,11924
17152,1.5,Very Good,F,SI1,63.1,56.0,7.24,7.19,4.56,8820
2162,1.59,Premium,E,VS1,61.5,61.0,7.36,7.41,4.54,17666
879,0.3,Ideal,I,SI2,62.3,57.0,4.25,4.23,2.65,351
1578,1.51,Premium,H,VS2,60.6,61.0,7.38,7.31,4.44,10521
7573,1.1,Very Good,E,SI1,63.5,56.0,6.53,6.46,4.14,6529
1509,0.76,Premium,F,VVS1,60.1,58.0,5.95,5.92,3.55,3347
18776,0.37,Very Good,E,VS2,62.4,59.0,4.59,4.52,2.86,796
15675,0.71,Ideal,H,SI1,62.0,59.0,5.67,5.72,3.53,2294
4112,1.06,Ideal,F,VS2,61.9,57.0,6.52,6.55,4.04,7768
15823,0.73,Ideal,E,SI1,61.7,56.0,5.82,5.78,3.58,3127
1845,1.5,Good,D,SI1,64.0,58.0,7.23,7.27,4.64,10888
7838,1.5,Good,H,SI2,59.9,65.0,7.37,7.41,4.42,8107
4568,0.52,Very Good,F,SI1,61.4,58.0,5.18,5.2,3.18,1433
6963,0.4,Ideal,E,VS1,62.1,56.0,4.78,4.75,2.95,1050
18929,1.51,Very Good,G,SI1,63.4,55.0,7.29,7.25,4.61,11360
19297,0.56,Premium,G,VS1,61.1,59.0,5.28,5.33,3.25,1806
12777,0.7,Very Good,J,SI1,63.2,61.0,5.59,5.62,3.54,1844
5279,0.73,Premium,F,VVS2,60.9,59.0,5.78,5.8,3.53,2801
11624,0.7,Ideal,G,SI1,61.9,55.0,5.71,5.74,3.54,2508
9434,1.01,Premium,G,VS2,60.6,58.0,6.51,6.54,3.96,6582
3614,2.0,Very Good,H,SI2,61.8,61.0,8.14,8.07,5.02,12369
2108,0.33,Ideal,D,VS2,61.8,57.0,4.47,4.43,2.75,1002
7773,0.7,Ideal,E,SI1,60.8,56.0,5.76,5.74,3.49,2775
13529,1.29,Premium,I,SI2,62.2,58.0,6.95,6.9,4.32,5476
6032,0.52,Premium,H,VS1,61.8,58.0,5.15,5.09,3.16,1626
5323,1.11,Premium,E,SI2,60.9,60.0,6.72,6.66,4.08,5818
17169,0.3,Very Good,H,VS2,62.8,55.0,4.3,4.33,2.72,477
13787,0.34,Ideal,D,VS1,60.5,56.0,4.49,4.52,2.72,1033
4183,0.31,Very Good,G,SI2,61.2,58.0,4.32,4.34,2.65,363
13779,0.74,Very Good,G,VS2,62.6,58.0,5.69,5.76,3.58,2642
18825,0.59,Ideal,E,VS2,61.1,57.0,5.43,5.44,3.32,1949
13809,0.9,Premium,F,SI1,61.6,59.0,6.18,6.22,3.81,3737
636,0.41,Very Good,F,VVS1,62.1,57.0,4.75,4.79,2.96,1105
8983,0.3,Ideal,G,IF,62.2,55.0,4.29,4.32,2.68,863
3219,1.01,Very Good,H,SI1,61.3,60.0,6.45,6.38,3.94,5207
16010,1.5,Premium,F,SI2,62.4,58.0,7.27,7.25,4.54,7955
6282,0.32,Ideal,E,VVS1,61.7,56.0,4.43,4.4,2.72,956
13552,0.52,Ideal,D,SI1,62.0,54.0,5.16,5.2,3.21,1581
12398,1.01,Very Good,I,VS2,59.0,59.0,6.58,6.62,3.88,5169
1193,0.41,Very Good,F,VS2,63.0,57.0,4.7,4.73,2.97,863
45,1.0,Ideal,G,SI1,62.7,54.0,6.38,6.32,3.98,4672
14702,0.31,Premium,E,SI1,61.5,60.0,4.3,4.34,2.66,547
976,0.31,Ideal,G,VVS2,61.8,55.0,4.37,4.4,2.72,749
13155,1.01,Premium,G,VS1,63.0,58.0,6.31,6.34,3.98,6285
6786,0.7,Ideal,J,VS1,61.7,58.0,5.68,5.72,3.52,1924
10037,0.9,Very Good,F,SI1,62.3,60.0,6.18,6.12,3.83,3974
2963,1.61,Very Good,I,VS2,60.7,58.0,7.61,7.65,4.62,9633
5563,0.45,Ideal,F,SI1,62.6,56.0,4.9,4.88,3.06,1016
11480,0.52,Ideal,H,VS1,61.6,57.0,5.17,5.14,3.17,1573
9776,1.52,Ideal,E,VS2,62.3,57.0,7.42,7.37,4.6,13994
10166,0.5,Ideal,E,SI1,61.4,55.0,5.1,5.15,3.15,1389
4515,0.34,Very Good,I,SI1,62.9,57.0,4.46,4.42,2.79,610
9581,1.08,Ideal,F,SI2,61.8,56.0,6.57,6.55,4.06,4120
15881,1.25,Premium,G,SI2,62.5,58.0,6.86,6.88,4.29,5739
1975,0.37,Good,F,SI1,62.4,59.0,4.56,4.59,2.86,616
5121,0.9,Good,E,SI1,61.8,65.0,6.14,6.12,3.78,4138
17992,1.06,Ideal,H,SI1,62.1,55.0,6.54,6.57,4.07,5219
13542,1.01,Premium,G,VVS2,60.0,60.0,6.56,6.51,3.92,7094
18583,0.93,Premium,D,SI1,62.0,58.0,6.26,6.23,3.87,4284
19954,0.73,Very Good,J,VVS1,62.0,57.0,5.75,5.8,3.58,2208
6889,0.9,Very Good,J,VS2,62.8,56.0,6.15,6.12,3.85,3290
16307,1.51,Premium,G,VS2,62.7,59.0,7.33,7.21,4.56,11299
17989,0.81,Very Good,F,VS1,62.1,55.0,5.96,5.99,3.71,3388
10059,0.39,Ideal,E,SI1,59.8,57.0,4.83,4.87,2.9,860
15428,0.41,Very Good,H,VVS1,62.9,57.0,4.72,4.73,2.97,939
11730,0.25,Ideal,E,VVS2,61.8,55.0,4.08,4.1,2.52,576
16707,0.71,Ideal,G,VS1,62.1,56.0,5.75,5.71,3.56,3195
1751,0.3,Ideal,E,VVS2,62.2,56.0,4.29,4.27,2.66,1013
14487,0.9,Very Good,G,VS1,63.1,56.0,6.13,6.15,3.87,4805
11285,1.05,Premium,F,SI1,61.8,58.0,6.52,6.57,4.05,5778
432,0.7,Premium,F,SI2,62.4,58.0,5.7,5.64,3.53,1571
19582,0.42,Very Good,H,SI1,63.2,56.0,4.79,4.77,3.02,766
7600,0.7,Very Good,F,SI2,62.1,58.0,5.69,5.71,3.54,2068
1832,1.14,Very Good,H,SI1,63.3,57.0,6.62,6.57,4.17,5123
9632,0.32,Ideal,F,VS1,61.6,54.0,4.36,4.4,2.7,654
12079,0.71,Ideal,E,SI1,61.3,57.0,5.78,5.76,3.54,2604
37,0.35,Ideal,F,VS2,61.4,56.0,4.53,4.55,2.79,806
8768,0.35,Ideal,F,VS2,61.8,56.0,4.53,4.55,2.81,706
10323,1.61,Ideal,G,VS2,62.3,55.0,7.44,7.51,4.67,12499
6203,0.32,Ideal,G,VVS1,61.2,55.0,4.4,4.43,2.7,814
3988,1.0,Ideal,G,SI2,62.6,54.0,6.36,6.39,4.0,4022
13497,0.32,Ideal,G,SI1,61.6,57.0,4.43,4.39,2.72,477
713,0.92,Premium,D,SI2,61.4,59.0,6.29,6.25,3.85,4317
559,0.4,Ideal,H,VVS2,60.9,56.0,4.74,4.74,2.89,1163
19269,1.0,Good,F,SI1,64.0,57.0,6.29,6.26,4.01,5069
13520,0.5,Very Good,E,SI1,62.5,56.0,5.06,5.09,3.17,1317
2335,0.3,Premium,G,VVS2,61.7,58.0,4.28,4.35,2.66,878
10240,0.26,Ideal,F,VS2,61.6,55.0,4.08,4.11,2.53,484
8831,0.33,Ideal,G,VS1,62.1,54.0,4.47,4.43,2.76,854
19683,1.07,Ideal,G,VS1,59.5,57.0,6.66,6.69,3.97,7513
9073,1.02,Good,F,SI2,64.4,61.0,6.3,6.35,4.05,4318
11235,1.02,Ideal,E,SI1,62.7,56.0,6.38,6.43,4.02,5564
8759,0.51,Ideal,G,SI1,61.7,56.0,5.17,5.11,3.17,1369
16061,0.52,Ideal,E,VS2,61.4,56.0,5.17,5.25,3.2,1711
19322,1.52,Good,I,VS1,64.2,58.0,7.2,7.26,4.64,9704
10329,2.02,Ideal,H,SI2,61.9,57.0,8.09,8.13,5.02,14040
18323,0.93,Premium,H,SI2,60.6,59.0,6.37,6.32,3.85,3794
8330,0.3,Ideal,D,SI1,61.8,56.0,4.29,4.31,2.66,709
7432,0.41,Ideal,D,VVS1,60.5,56.0,4.85,4.87,2.93,1441
15665,1.03,Ideal,E,SI2,61.8,56.0,6.49,6.46,4.0,4250
8431,1.01,Very Good,H,VS2,62.5,59.0,6.4,6.43,4.0,5724
14368,1.0,Premium,D,SI2,61.9,61.0,6.42,6.34,3.94,4704
3747,0.72,Ideal,G,SI1,61.5,57.0,5.81,5.83,3.57,2400
1597,0.71,Ideal,D,VS2,62.4,56.0,5.67,5.71,3.55,3182
15103,0.3,Ideal,D,SI1,61.7,57.0,4.27,4.32,2.66,552
4490,0.31,Ideal,D,VS1,61.4,56.0,4.34,4.37,2.67,673
18149,0.38,Ideal,I,SI1,61.9,55.0,4.66,4.69,2.89,612
9372,1.51,Very Good,I,SI1,62.1,63.0,7.31,7.36,4.55,8794
13246,0.31,Very Good,G,SI1,59.2,63.0,4.4,4.41,2.6,547
6007,1.04,Very Good,G,VS2,59.6,61.0,6.64,6.57,3.92,6290
17155,0.72,Ideal,G,VVS2,61.9,55.0,5.74,5.76,3.56,2849
4302,1.01,Premium,F,VS2,62.6,60.0,6.41,6.34,3.99,5950
3006,2.34,Premium,I,SI2,62.9,57.0,8.46,8.43,5.31,12502
12658,0.9,Good,F,SI1,63.8,56.0,6.0,6.11,3.87,3732
8282,1.02,Ideal,H,SI1,61.6,57.0,6.46,6.48,3.99,5141
15651,1.2,Ideal,H,VS1,61.7,56.0,6.75,6.79,4.18,7357
625,0.42,Ideal,E,VS1,62.1,55.0,4.8,4.82,2.99,1153
7523,0.4,Very Good,G,SI1,62.5,60.0,4.65,4.68,2.91,803
5830,0.34,Ideal,H,VS1,61.9,56.0,4.48,4.45,2.77,731
1741,1.01,Premium,G,VVS2,59.6,59.0,6.57,6.53,3.89,8037
15285,0.55,Premium,F,VS2,60.6,59.0,5.31,5.35,3.22,1715
10843,1.61,Ideal,G,VS1,61.9,55.0,7.5,7.54,4.67,15993
13786,0.72,Premium,D,SI2,63.0,56.0,5.73,5.67,3.59,2258
2829,1.2,Ideal,G,VS1,61.8,55.0,6.83,6.81,4.21,8456
13977,1.71,Good,G,SI1,63.6,57.0,7.66,7.54,4.8,12798
14459,1.02,Ideal,G,VVS2,61.4,57.0,6.51,6.46,3.98,7806
10708,0.3,Ideal,H,VS1,62.3,54.0,4.29,4.31,2.68,526
10795,1.01,Ideal,I,SI1,61.4,57.0,6.48,6.5,3.98,3971
18026,0.5,Very Good,D,SI1,62.3,60.0,5.06,5.09,3.16,1354
13523,0.33,Premium,D,SI1,62.6,59.0,4.4,4.37,2.75,987
13391,2.01,Premium,I,VS2,60.9,60.0,8.1,8.05,4.94,11954
7939,0.43,Ideal,D,SI2,61.7,56.0,4.84,4.84,2.99,957
8027,1.0,Premium,E,SI1,63.0,61.0,6.35,6.33,3.99,4845
3413,0.3,Ideal,D,VS1,62.9,56.0,4.3,4.27,2.7,739
13916,0.7,Very Good,D,SI2,62.2,55.0,5.65,5.68,3.53,2349
10223,0.3,Premium,H,VS1,60.4,60.0,4.37,4.35,2.62,675
18226,0.3,Premium,D,SI2,60.1,58.0,4.36,4.38,2.62,452
906,0.8,Ideal,F,SI1,61.0,57.0,6.02,6.06,3.67,3519
9228,1.51,Premium,H,VS2,62.5,59.0,7.37,7.27,4.57,11105
17997,0.41,Ideal,E,VS2,61.0,56.0,4.76,4.79,2.92,975
760,0.9,Ideal,E,SI1,62.6,57.0,6.12,6.16,3.85,3342
3118,0.73,Ideal,E,VS2,62.1,57.0,5.77,5.8,3.6,2823
986,0.73,Very Good,E,SI1,62.5,58.0,5.73,5.75,3.59,2609
12938,0.3,Ideal,D,SI1,62.1,56.0,4.28,4.33,2.67,619
14152,1.02,Very Good,G,VS2,62.3,60.0,6.39,6.42,3.99,5674
10909,0.3,Ideal,D,VS1,62.4,56.0,4.32,4.3,2.69,752
10392,0.7,Ideal,I,VS2,61.6,56.0,5.71,5.74,3.54,2276
17105,0.41,Ideal,E,VS2,62.2,56.0,4.81,4.74,2.97,935
14132,2.63,Premium,J,SI2,61.3,60.0,8.83,8.79,5.37,14766
295,0.41,Ideal,D,VS2,61.9,56.0,4.8,4.78,2.96,1076
15948,1.11,Premium,I,VS2,61.7,59.0,6.62,6.66,4.1,5139
1785,0.3,Ideal,G,VS1,62.3,55.0,4.3,4.32,2.68,672
4382,0.52,Ideal,G,IF,61.5,56.0,5.18,5.2,3.19,2182
16118,1.53,Ideal,H,VS2,61.7,55.0,7.44,7.38,4.57,11649
5318,0.26,Very Good,E,VVS2,63.0,57.0,4.0,4.02,2.52,597
5854,0.71,Ideal,F,SI1,60.6,57.0,5.8,5.77,3.51,2777
14938,0.97,Very Good,D,SI2,61.6,61.0,6.34,6.37,3.92,4278
9476,0.31,Ideal,G,SI1,62.6,56.0,4.3,4.33,2.7,593
12735,0.74,Ideal,G,SI2,60.2,57.0,5.88,5.92,3.55,3089
13098,0.38,Ideal,F,SI1,61.9,55.0,4.66,4.63,2.88,969
13257,0.31,Very Good,G,VS2,63.0,57.0,4.3,4.32,2.71,544
9904,0.41,Ideal,H,VVS2,62.2,57.0,4.78,4.79,2.98,877
5733,0.42,Ideal,G,IF,61.1,56.0,4.8,4.86,2.95,1400
5769,0.52,Ideal,D,SI1,61.5,57.0,5.15,5.2,3.18,1417
8741,0.75,Premium,F,SI2,62.7,58.0,5.75,5.78,3.62,2133
13339,1.05,Ideal,E,SI1,61.9,55.0,6.49,6.53,4.03,5765
14440,0.7,Ideal,F,VS2,61.4,56.0,5.7,5.76,3.52,2697
7986,1.01,Good,E,SI1,63.7,59.0,6.37,6.4,4.07,5713
17485,0.73,Premium,E,SI1,59.1,59.0,5.89,5.85,3.47,2851
3574,0.8,Very Good,E,SI2,62.2,58.0,5.92,5.95,3.7,2883
11784,1.51,Ideal,D,VS1,61.9,57.0,7.39,7.35,4.57,16407
7407,1.04,Ideal,H,SI1,62.4,56.0,6.42,6.47,4.02,5649
19292,0.71,Ideal,F,SI1,62.5,56.0,5.63,5.69,3.54,2676
18369,0.74,Ideal,D,SI1,61.3,56.0,5.81,5.83,3.57,3026
7313,1.2,Very Good,I,SI1,62.2,59.0,6.71,6.78,4.19,4791
2648,1.01,Premium,G,VS1,62.5,58.0,6.38,6.37,3.99,6499
2586,0.3,Ideal,G,VVS1,61.7,55.0,4.32,4.34,2.67,752
8903,1.0,Ideal,F,VS1,62.2,55.0,6.44,6.37,3.99,7507
6576,1.01,Very Good,G,SI1,62.9,58.0,6.28,6.32,3.96,5192
3160,0.37,Ideal,E,SI1,61.6,54.0,4.63,4.66,2.86,851
3182,0.34,Ideal,G,SI1,60.4,57.0,4.54,4.57,2.75,507
13308,0.5,Premium,F,SI1,60.3,61.0,5.16,5.14,3.1,1374
2377,0.32,Very Good,D,SI1,63.2,56.0,4.41,4.38,2.77,756
4803,0.82,Ideal,F,VS1,61.9,57.0,5.97,6.04,3.72,4221
14802,0.38,Premium,H,SI1,61.9,58.0,4.66,4.69,2.89,770
5692,0.31,Ideal,D,VS2,61.8,54.0,4.4,4.36,2.71,942
12362,0.71,Premium,G,SI2,59.4,58.0,5.82,5.85,3.47,1808
19235,0.72,Premium,F,VS2,61.4,56.0,5.77,5.75,3.53,2826
5392,0.76,Premium,G,VS2,61.6,58.0,5.89,5.85,3.61,2935
15964,0.54,Ideal,F,SI1,60.7,57.0,5.23,5.29,3.19,1392
9371,1.0,Very Good,F,SI1,63.0,54.0,6.36,6.41,4.02,4469
19078,2.1,Ideal,H,VS2,62.0,57.0,8.2,8.13,5.04,17523
19864,0.3,Premium,I,VVS1,59.3,59.0,4.42,4.38,2.6,480
17580,1.0,Ideal,E,SI2,62.0,56.0,6.44,6.42,3.98,4243
13886,0.53,Ideal,F,SI2,61.9,55.0,5.21,5.23,3.23,1180
12343,1.7,Good,H,SI1,64.3,59.0,7.57,7.51,4.83,11897
8978,0.34,Ideal,D,SI1,61.6,55.0,4.53,4.56,2.8,626
18844,0.5,Ideal,H,VS1,61.2,57.0,5.11,5.15,3.14,1397
9291,0.32,Very Good,H,SI1,62.5,57.0,4.34,4.37,2.72,540
16217,2.09,Premium,I,VS2,60.8,59.0,8.23,8.2,5.0,15229
5372,0.36,Ideal,D,SI1,61.8,56.0,4.56,4.59,2.83,851
15908,0.32,Ideal,E,VS2,62.0,55.0,4.43,4.39,2.73,900
1613,0.9,Very Good,F,SI1,61.9,58.0,6.1,6.15,3.78,4170
5829,0.23,Very Good,E,VVS2,59.7,58.0,4.04,4.06,2.42,620
19869,0.53,Ideal,G,VVS2,61.4,56.0,5.23,5.19,3.2,1937
18565,0.7,Ideal,E,SI1,61.8,56.0,5.64,5.68,3.5,2143
11570,1.0,Very Good,E,VS2,63.2,62.0,6.38,6.34,4.01,6278
2015,1.0,Premium,I,SI1,62.4,61.0,6.23,6.16,3.88,3617
18210,0.52,Ideal,G,VVS2,61.2,56.0,5.16,5.23,3.18,1819
19110,0.35,Ideal,F,VS2,62.6,56.0,4.53,4.51,2.82,706
5756,0.3,Ideal,D,VS2,60.0,57.0,4.4,4.38,2.64,911
603,0.56,Premium,D,SI1,61.9,57.0,5.29,5.28,3.26,1815
5329,0.53,Ideal,E,VS2,62.2,55.0,5.17,5.21,3.23,1768
9753,0.31,Ideal,G,IF,61.3,54.0,4.42,4.4,2.7,954
15969,0.34,Ideal,F,VVS2,62.1,54.0,4.5,4.47,2.79,896
7012,1.73,Ideal,G,VS2,62.2,57.0,7.72,7.65,4.78,15948
243,0.4,Ideal,D,VS2,60.9,57.0,4.74,4.78,2.9,1033
12101,1.2,Ideal,G,VVS2,60.9,57.0,6.84,6.88,4.16,10927
10545,0.31,Ideal,E,VS2,63.0,55.0,4.32,4.34,2.73,667
8298,0.62,Ideal,D,SI1,61.2,57.0,5.51,5.48,3.36,2070
6802,0.3,Ideal,I,VVS2,62.2,57.0,4.28,4.31,2.66,522
17916,0.41,Very Good,D,SI1,61.2,62.0,4.75,4.8,2.92,688
18858,0.42,Ideal,I,VVS2,62.3,54.0,4.79,4.76,2.97,940
19195,1.0,Good,G,SI1,63.5,62.0,6.28,6.31,4.0,4363
4830,1.01,Very Good,G,SI1,63.3,56.0,6.41,6.37,4.04,5154
12302,1.01,Premium,E,SI2,62.7,59.0,6.42,6.34,4.0,4562
5344,2.07,Premium,F,SI1,60.6,58.0,8.25,8.18,4.98,18607
5202,1.2,Ideal,I,SI1,62.9,57.0,6.79,6.74,4.26,5590
19529,2.54,Premium,F,SI2,61.4,60.0,8.84,8.73,5.37,11859
18451,0.59,Ideal,D,SI2,61.6,57.0,5.34,5.39,3.3,1251
16176,0.4,Very Good,D,SI1,63.5,54.0,4.69,4.74,2.99,1017
13231,1.01,Very Good,E,SI1,62.3,57.0,6.43,6.35,3.98,5599
15521,1.08,Ideal,G,SI1,62.4,57.0,6.53,6.52,4.08,5610
3960,0.9,Ideal,H,SI1,62.0,57.0,6.13,6.09,3.81,3402
3873,1.06,Premium,F,VS2,62.3,60.0,6.47,6.51,4.04,6352
179,0.7,Very Good,F,SI1,62.8,58.0,5.64,5.67,3.55,2688
16680,0.72,Very Good,E,VS1,61.2,58.0,5.75,5.82,3.55,3077
4793,2.14,Ideal,I,VS2,62.2,57.0,8.26,8.22,5.11,14715
7436,1.05,Premium,H,VS2,62.4,58.0,6.5,6.48,4.05,5648
15045,0.31,Ideal,G,SI1,61.0,57.0,4.34,4.38,2.66,573
5958,0.7,Ideal,F,SI1,61.3,55.0,5.73,5.78,3.53,2312
1800,0.3,Ideal,I,VS1,61.9,57.0,4.33,4.31,2.67,608
