id,carat,cut,color,clarity,depth,table,x,y,z,price
2471,1.01,Ideal,F,SI2,60.3,59.0,6.5,6.53,3.93,3942
2472,0.45,Very Good,F,VVS2,61.4,57.0,4.9,4.96,3.03,1263
2473,0.54,Premium,D,VS1,60.2,58.0,5.29,5.32,3.19,1939
2474,0.71,Premium,F,VS1,62.5,58.0,5.73,5.69,3.57,2882
2475,0.71,Very Good,F,VS1,62.4,59.0,5.66,5.69,3.55,2720
2476,0.7,Ideal,G,SI1,60.6,56.0,5.8,5.75,3.5,2610
2477,0.72,Ideal,G,SI1,62.0,56.0,5.74,5.8,3.57,2607
2478,0.91,Ideal,H,VS2,61.4,57.0,6.23,6.28,3.84,3792
2479,0.7,Very Good,E,VS2,60.4,58.0,5.78,5.83,3.5,2845
2480,1.01,Premium,F,SI1,62.6,58.0,6.41,6.34,3.99,4678
2481,0.58,Ideal,G,VVS2,62.5,55.0,5.33,5.38,3.35,2059
2482,1.73,Premium,I,VS2,62.8,59.0,7.61,7.58,4.76,12182
2483,0.3,Very Good,G,VS1,61.6,57.0,4.27,4.31,2.64,542
2484,0.61,Ideal,D,SI1,61.5,57.0,5.43,5.51,3.36,1979
2485,0.72,Ideal,E,VS2,61.7,55.0,5.76,5.8,3.57,2898
2486,0.9,Premium,G,SI2,62.8,59.0,6.08,6.13,3.84,3591
2487,0.34,Premium,E,VS2,60.2,58.0,4.5,4.53,2.72,696
2488,0.3,Ideal,E,VVS1,62.3,56.0,4.3,4.32,2.68,862
2489,0.3,Ideal,E,VVS2,62.5,56.0,4.28,4.3,2.68,1013
2490,0.3,Premium,H,SI1,61.8,62.0,4.33,4.31,2.67,540
2491,0.7,Premium,H,SI2,59.9,61.0,5.85,5.8,3.48,1812
2492,1.26,Ideal,I,SI1,61.6,56.0,7.0,6.93,4.3,5755
2493,0.91,Premium,D,SI1,60.9,58.0,6.21,6.25,3.8,4086
2494,1.11,Ideal,H,SI1,62.3,54.0,6.65,6.62,4.14,6096
2495,1.01,Premium,F,SI2,62.6,59.0,6.39,6.36,3.99,4158
2496,1.51,Fair,I,SI2,65.0,61.0,7.08,6.97,4.61,5620
2497,0.7,Very Good,F,VS2,63.4,55.0,5.59,5.64,3.56,2652
2498,1.03,Ideal,H,SI1,61.9,55.0,6.49,6.46,4.01,4959
2499,0.32,Ideal,D,VVS1,61.7,54.0,4.39,4.42,2.72,974
2500,0.31,Premium,G,SI1,61.7,59.0,4.35,4.35,2.68,377
2501,2.14,Premium,G,VS2,62.4,58.0,8.22,8.16,5.12,18515
2502,0.31,Ideal,E,VVS2,61.5,56.0,4.34,4.37,2.68,864
2503,0.91,Good,E,SI1,63.7,59.0,6.11,6.15,3.92,4227
2504,1.5,Very Good,D,VS2,60.8,55.0,7.35,7.4,4.48,16425
2505,0.3,Premium,D,VS2,62.2,58.0,4.25,4.27,2.65,710
2506,0.58,Ideal,F,SI1,61.7,56.0,5.34,5.4,3.31,1607
2507,0.41,Premium,E,VS2,62.9,58.0,4.75,4.7,2.97,863
2508,0.75,Ideal,I,VS2,60.9,57.0,5.84,5.87,3.57,2522
2509,1.01,Ideal,F,SI1,62.2,56.0,6.45,6.4,3.99,4899
2510,1.0,Premium,F,SI1,61.0,60.0,6.4,6.35,3.89,5713
2511,1.52,Premium,I,SI2,60.9,59.0,7.43,7.36,4.51,7817
2512,0.4,Ideal,F,VS1,61.6,57.0,4.72,4.75,2.91,943
2513,0.7,Ideal,F,SI2,62.9,56.0,5.62,5.66,3.55,2297
2514,2.08,Ideal,H,SI2,61.8,55.0,8.16,8.22,5.05,16778
2515,1.51,Very Good,I,SI1,63.1,59.0,7.21,7.25,4.57,7504
2516,1.01,Premium,F,SI1,61.0,59.0,6.51,6.45,3.94,5347
2517,0.91,Very Good,D,SI1,63.0,58.0,6.11,6.15,3.87,3819
2518,0.34,Ideal,E,VS1,61.1,56.0,4.51,4.53,2.76,739
2519,0.33,Ideal,G,VVS1,61.6,56.0,4.45,4.48,2.75,814
2520,0.31,Ideal,E,VS1,62.0,54.4,4.35,4.37,2.7,685
2521,0.3,Very Good,E,VS2,61.6,58.0,4.27,4.3,2.64,596
2522,0.31,Ideal,F,SI1,62.7,56.0,4.29,4.31,2.7,415
2523,1.66,Ideal,G,SI2,61.9,57.0,7.65,7.61,4.72,10553
2524,1.07,Premium,G,SI2,62.5,58.0,6.54,6.58,4.1,4258
2525,0.3,Premium,D,VVS1,62.7,58.0,4.24,4.27,2.68,957
2526,0.34,Premium,H,IF,61.1,58.0,4.49,4.52,2.75,852
2527,1.2,Ideal,F,VS1,61.9,57.0,6.81,6.74,4.19,9005
2528,1.24,Ideal,I,SI1,62.1,56.0,6.85,6.89,4.28,5976
2529,0.7,Very Good,F,VS2,61.3,63.0,5.67,5.71,3.48,2762
2530,0.31,Ideal,J,SI2,61.2,57.0,4.32,4.36,2.66,344
2531,0.71,Ideal,F,SI1,61.8,56.0,5.77,5.74,3.55,2348
2532,0.38,Ideal,E,VS2,62.2,55.0,4.66,4.64,2.89,810
2533,0.35,Ideal,F,VS2,61.7,57.0,4.54,4.55,2.81,906
2534,1.11,Very Good,E,VS1,61.6,58.0,6.64,6.7,4.12,8991
2535,0.78,Ideal,I,VS2,61.3,56.0,5.93,5.91,3.62,2792
2536,1.03,Very Good,E,SI2,63.6,58.0,6.38,6.35,4.05,4563
2537,1.17,Ideal,J,SI1,61.3,55.0,6.79,6.83,4.18,5125
2538,0.57,Ideal,F,SI1,61.8,57.0,5.33,5.35,3.29,1728
2539,1.02,Premium,I,SI1,63.0,59.0,6.42,6.4,4.05,4229
2540,1.0,Good,F,VS2,63.2,58.0,6.31,6.38,4.01,5980
2541,0.3,Premium,H,VVS1,62.1,59.0,4.26,4.29,2.65,684
2542,1.7,Very Good,H,SI1,63.1,60.0,7.51,7.46,4.73,10312
2543,0.33,Ideal,G,VS1,61.8,55.0,4.46,4.49,2.77,723
2544,0.4,Ideal,D,VVS2,61.4,56.0,4.75,4.79,2.93,1314
2545,0.7,Premium,F,SI1,62.4,58.0,5.66,5.68,3.54,2596
2546,0.9,Very Good,F,SI1,62.3,58.0,6.07,6.15,3.81,3945
2547,0.55,Ideal,D,SI1,61.9,55.0,5.29,5.26,3.26,1687
2548,1.1,Very Good,G,VS2,60.0,59.0,6.75,6.84,4.06,6686
2549,0.4,Ideal,G,VS1,61.8,55.0,4.76,4.79,2.95,1104
2550,0.71,Ideal,E,SI1,61.9,57.0,5.74,5.72,3.55,2729
2551,1.2,Ideal,H,SI1,60.5,57.0,6.94,6.9,4.17,6012
2552,1.5,Good,J,VS2,62.2,60.0,7.16,7.23,4.48,7652
2553,1.0,Very Good,F,VS2,63.1,58.0,6.29,6.23,3.95,4961
2554,0.57,Very Good,G,SI1,60.5,57.0,5.38,5.35,3.25,1320
2555,0.77,Good,G,SI1,60.1,65.0,5.99,5.95,3.58,2907
2556,2.01,Ideal,I,SI2,60.4,59.0,8.13,8.16,4.94,12626
2557,0.77,Premium,G,SI2,61.9,58.0,5.88,5.81,3.63,2484
2558,0.91,Very Good,E,SI2,63.5,55.0,6.17,6.13,3.9,3951
2559,0.53,Very Good,E,SI2,62.0,58.0,5.19,5.24,3.23,1212
2560,1.02,Very Good,E,SI2,63.4,57.0,6.41,6.34,4.04,4884
2561,0.3,Ideal,E,SI1,61.6,57.0,4.33,4.34,2.67,742
2562,1.01,Good,I,SI1,63.8,58.0,6.29,6.35,4.03,4625
2563,0.33,Ideal,E,VVS1,61.9,56.0,4.39,4.43,2.73,865
2564,0.74,Premium,H,SI2,61.7,58.0,5.76,5.83,3.56,2125
2565,0.43,Ideal,D,VS1,62.1,54.0,4.83,4.85,3.0,1202
2566,0.72,Ideal,G,SI1,62.5,57.0,5.73,5.76,3.59,2368
2567,2.01,Premium,G,SI2,62.9,59.0,8.14,8.07,5.09,16451
2568,1.51,Very Good,D,SI2,63.3,58.0,7.27,7.2,4.58,8938
2569,0.9,Ideal,H,VS1,61.8,57.0,6.17,6.23,3.83,4136
2570,0.7,Premium,G,VS2,62.2,58.0,5.68,5.65,3.51,2573
2571,0.3,Ideal,E,VS2,61.8,55.0,4.27,4.3,2.65,603
2572,0.41,Ideal,G,VS2,62.8,57.0,4.73,4.76,2.98,1061
2573,0.3,Ideal,G,VS2,62.7,55.0,4.28,4.31,2.69,545
2574,1.02,Premium,H,VS2,61.0,58.0,6.48,6.54,3.97,5063
2575,1.61,Premium,H,SI2,62.6,58.0,7.45,7.5,4.68,9432
2576,0.3,Ideal,G,VS2,61.6,56.0,4.34,4.3,2.66,675
2577,0.32,Very Good,H,VS1,62.1,55.0,4.4,4.43,2.74,505
2578,0.41,Premium,E,VS1,60.4,58.0,4.77,4.82,2.9,1079
2579,1.02,Ideal,D,VVS2,61.1,56.0,6.49,6.44,3.95,12787
2580,0.41,Ideal,I,VVS1,62.3,55.0,4.78,4.74,2.97,1084
2581,0.3,Ideal,G,VVS2,62.2,56.0,4.27,4.29,2.66,672
2582,0.51,Ideal,G,VVS1,62.0,55.0,5.16,5.2,3.2,1857
2583,1.67,Ideal,H,VS1,61.6,55.0,7.68,7.64,4.71,11605
2584,0.71,Premium,F,VS1,61.5,58.0,5.76,5.74,3.53,2825
2585,0.61,Ideal,G,VS2,61.9,59.0,5.45,5.43,3.37,2034
2586,0.3,Ideal,G,VVS1,61.7,55.0,4.32,4.34,2.67,752
2587,0.53,Ideal,G,VS1,62.4,56.0,5.18,5.22,3.24,1815
2588,1.5,Ideal,G,VVS2,63.0,58.0,7.29,7.25,4.58,14165
2589,0.4,Ideal,D,VVS2,62.5,57.0,4.7,4.69,2.93,1219
2590,0.32,Ideal,G,VS1,62.3,55.0,4.36,4.4,2.73,828
2591,0.31,Very Good,G,VS1,62.1,58.0,4.3,4.34,2.68,566
2592,1.06,Premium,G,SI2,61.8,60.0,6.57,6.48,4.03,4140
2593,0.7,Ideal,H,VVS2,62.2,57.0,5.69,5.7,3.54,3057
2594,0.82,Ideal,F,SI2,61.4,56.0,5.96,5.98,3.67,2469
2595,0.36,Ideal,I,VS1,62.3,57.0,4.54,4.51,2.82,729
2596,0.41,Premium,H,VS1,60.9,60.0,4.81,4.83,2.94,960
2597,0.73,Ideal,H,SI2,62.3,57.0,5.75,5.78,3.58,2198
2598,1.01,Premium,H,SI1,61.1,60.0,6.5,6.43,3.95,4829
2599,1.01,Premium,F,VS2,62.5,58.0,6.36,6.32,3.96,5899
2600,1.01,Premium,G,VS1,62.5,60.0,6.39,6.34,3.98,6121
2601,0.51,Ideal,E,VS2,61.3,57.0,5.14,5.18,3.16,1728
2602,0.55,Ideal,G,VS1,60.9,56.0,5.32,5.36,3.25,1931
2603,0.42,Ideal,F,SI1,61.9,55.0,4.83,4.82,2.98,693
2604,1.01,Very Good,D,VS2,59.4,61.0,6.43,6.5,3.83,7526
2605,0.35,Ideal,F,VS2,61.8,55.0,4.52,4.54,2.8,906
2606,0.5,Very Good,I,SI1,63.4,55.0,5.0,5.02,3.18,1064
2607,0.51,Premium,G,VS1,61.4,60.0,5.17,5.12,3.15,1636
2608,1.05,Premium,E,SI1,62.2,58.0,6.51,6.45,4.03,5783
2609,2.32,Premium,J,VS2,62.4,58.0,8.45,8.4,5.27,17156
2610,0.55,Very Good,F,VVS2,60.9,56.0,5.29,5.32,3.23,1902
2611,0.3,Premium,G,SI1,62.5,58.0,4.22,4.24,2.65,407
2612,0.5,Good,E,SI1,60.2,61.0,5.12,5.14,3.1,1355
2613,0.31,Good,F,VS1,64.2,56.0,4.28,4.32,2.77,707
2614,0.44,Premium,E,VVS2,61.0,58.0,4.93,4.89,2.99,1362
2615,1.01,Ideal,E,VS2,61.9,57.0,6.43,6.38,3.97,6814
2616,2.03,Premium,F,SI2,59.5,60.0,8.21,8.13,4.89,14407
2617,0.42,Ideal,G,VVS2,61.8,54.0,4.81,4.86,2.99,918
2618,0.9,Premium,F,SI1,63.0,60.0,6.1,6.13,3.86,3949
2619,0.78,Ideal,H,VS1,61.3,57.0,5.92,5.96,3.64,3228
2620,0.33,Ideal,F,VS2,60.0,57.9,4.49,4.46,2.69,854
2621,1.5,Premium,E,SI2,62.1,59.0,7.31,7.27,4.52,10483
2622,0.31,Ideal,G,SI1,62.0,54.0,4.34,4.38,2.7,493
2623,0.47,Fair,G,VVS2,64.8,56.0,4.92,4.87,3.1,1088
2624,0.73,Premium,E,SI1,62.9,59.0,5.74,5.69,3.61,2716
2625,0.7,Ideal,H,SI1,59.5,58.0,5.78,5.81,3.46,2190
2626,0.31,Ideal,G,VS1,62.3,57.0,4.32,4.36,2.7,625
2627,0.34,Ideal,E,SI1,61.8,57.0,4.53,4.5,2.79,955
2628,1.04,Ideal,E,VS2,61.6,57.0,6.51,6.47,4.0,6776
2629,0.33,Ideal,E,VVS2,61.7,55.0,4.45,4.48,2.75,838
2630,1.3,Ideal,H,VS2,62.1,54.0,6.97,7.04,4.35,8167
2631,0.71,Ideal,F,VVS1,61.7,56.0,5.78,5.73,3.55,4066
2632,0.75,Premium,F,SI1,61.3,57.0,5.89,5.83,3.59,2907
2633,0.27,Ideal,H,VS1,62.6,54.0,4.15,4.17,2.6,436
2634,0.33,Ideal,I,IF,62.3,57.0,4.43,4.47,2.77,694
2635,0.31,Ideal,F,VVS1,62.3,56.0,4.35,4.33,2.7,871
2636,0.7,Ideal,E,VS2,62.8,56.0,5.66,5.61,3.55,2818
2637,0.57,Ideal,G,SI1,62.2,54.0,5.33,5.29,3.3,1890
2638,0.3,Premium,G,VS1,62.0,58.0,4.29,4.33,2.67,605
2639,0.27,Ideal,F,VS1,61.2,56.0,4.15,4.18,2.55,512
2640,1.51,Premium,H,VS1,62.8,59.0,7.29,7.24,4.56,11175
2641,0.9,Very Good,G,SI1,63.3,63.0,6.02,6.07,3.81,3593
2642,1.01,Very Good,G,SI1,63.2,58.0,6.34,6.37,4.01,5018
2643,0.74,Premium,G,VVS1,61.6,56.0,5.83,5.81,3.57,3071
2644,1.02,Very Good,G,VS1,59.9,60.0,6.54,6.57,3.92,6239
2645,0.54,Ideal,G,VVS1,61.6,55.0,5.22,5.25,3.23,2203
2646,1.03,Premium,J,SI2,61.9,59.0,6.51,6.47,4.03,3394
2647,0.3,Premium,G,VS1,62.2,58.0,4.27,4.29,2.66,605
2648,1.01,Premium,G,VS1,62.5,58.0,6.38,6.37,3.99,6499
2649,2.02,Premium,H,SI1,59.6,58.0,8.09,8.13,4.86,17476
2650,1.0,Premium,G,VS1,62.7,58.0,6.4,6.33,3.99,6730
2651,0.28,Very Good,D,VS1,63.4,55.0,4.17,4.21,2.64,504
2652,0.3,Ideal,H,VVS1,61.5,56.0,4.36,4.34,2.67,819
2653,0.32,Premium,G,SI1,61.7,58.0,4.4,4.38,2.71,612
2654,2.0,Very Good,I,VS1,59.5,61.0,8.15,8.19,4.87,18207
2655,2.05,Good,I,VS2,63.7,57.0,8.01,7.93,5.08,17408
2656,0.5,Good,D,SI1,63.2,56.0,5.04,5.08,3.19,1436
2657,1.0,Ideal,H,SI1,60.7,59.0,6.47,6.5,3.94,4967
2658,0.9,Premium,J,VS2,62.4,58.0,6.16,6.12,3.83,3114
2659,1.15,Very Good,E,SI2,60.2,59.0,6.78,6.83,4.11,6130
2660,0.38,Premium,E,VS2,59.4,60.0,4.73,4.75,2.81,975
2661,0.7,Very Good,F,VS1,63.4,59.0,5.59,5.56,3.54,2767
2662,0.32,Premium,H,VS2,59.6,59.0,4.42,4.45,2.65,648
2663,0.3,Premium,G,VS1,61.9,58.0,4.28,4.31,2.66,776
2664,1.7,Very Good,H,VS2,62.6,58.0,7.61,7.67,4.78,13596
2665,0.52,Premium,E,SI2,61.5,59.0,5.12,5.16,3.16,1135
2666,0.27,Ideal,F,VS2,61.0,55.0,4.2,4.26,2.57,599
2667,0.7,Premium,G,SI1,60.0,62.0,5.78,5.82,3.48,2294
2668,0.33,Ideal,G,SI2,61.9,57.0,4.45,4.44,2.75,405
2669,0.45,Premium,E,SI2,58.8,58.0,5.04,5.02,2.97,1346
2670,0.91,Good,H,VS1,63.5,56.0,6.14,6.19,3.91,4503
2671,0.55,Ideal,F,SI2,59.9,57.0,5.35,5.39,3.22,1279
2672,1.62,Very Good,H,SI1,62.4,54.0,7.43,7.48,4.66,10013
2673,1.61,Ideal,I,VS2,61.7,54.0,7.56,7.59,4.67,12401
2674,0.54,Premium,G,VS2,61.2,59.0,5.21,5.18,3.18,1637
2675,0.41,Premium,E,SI1,62.5,58.0,4.76,4.71,2.96,751
2676,0.32,Premium,H,SI1,60.2,60.0,4.45,4.49,2.69,573
2677,2.21,Very Good,G,SI2,61.1,60.0,8.33,8.38,5.11,12265
2678,0.32,Ideal,G,VVS1,62.8,54.0,4.42,4.38,2.77,1080
2679,1.2,Premium,H,SI1,60.6,58.0,6.89,6.97,4.19,6021
2680,1.01,Good,H,VS1,62.9,57.0,6.25,6.2,3.91,4922
2681,1.54,Ideal,J,SI1,62.5,56.0,7.36,7.39,4.61,8010
2682,1.0,Very Good,F,SI2,62.6,58.0,6.3,6.35,3.96,4989
2683,0.41,Premium,D,SI2,62.4,59.0,4.77,4.74,2.96,876
2684,1.02,Premium,E,VS2,60.2,59.0,6.53,6.51,3.92,6126
2685,0.33,Very Good,G,VS2,59.0,62.0,4.49,4.53,2.66,544
2686,1.04,Very Good,H,SI1,62.9,58.0,6.47,6.44,4.06,5223
2687,0.38,Ideal,E,VVS1,61.3,56.0,4.67,4.71,2.87,1160
2688,0.41,Ideal,F,VS2,62.1,57.0,4.77,4.75,2.96,863
2689,0.34,Very Good,H,VS2,61.0,60.0,4.5,4.52,2.74,537
2690,0.51,Very Good,D,SI1,63.2,56.0,5.06,5.1,3.21,1356
2691,1.5,Ideal,H,VS1,61.9,54.0,7.36,7.41,4.57,11413
2692,1.0,Premium,F,SI2,62.8,59.0,6.39,6.34,3.99,3732
2693,0.54,Premium,D,VS2,61.7,58.0,5.2,5.16,3.18,1752
2694,0.51,Ideal,E,SI1,61.5,55.0,5.2,5.17,3.18,1359
2695,1.23,Premium,G,VS2,62.6,58.0,6.89,6.76,4.27,7276
2696,0.3,Very Good,E,SI1,61.0,60.0,4.28,4.31,2.62,544
2697,0.52,Very Good,E,SI1,63.4,56.0,5.08,5.11,3.23,1286
2698,0.71,Ideal,G,SI1,61.9,57.0,5.71,5.76,3.55,2549
2699,1.51,Very Good,I,SI2,62.4,59.0,7.26,7.34,4.55,7422
2700,0.5,Ideal,E,SI1,61.9,57.0,5.1,5.07,3.15,1338
2701,0.33,Premium,D,VS2,62.3,58.0,4.38,4.43,2.74,851
2702,0.4,Ideal,G,VS1,60.9,55.0,4.78,4.8,2.92,944
2703,1.01,Premium,E,SI1,60.6,60.0,6.42,6.46,3.91,5666
2704,1.5,Good,F,SI2,63.6,57.0,7.29,7.18,4.6,8391
2705,0.25,Ideal,G,IF,62.8,55.0,4.01,4.05,2.52,554
2706,0.9,Premium,F,SI2,59.0,61.0,6.2,6.16,3.63,3470
2707,0.5,Good,H,SI1,63.3,56.0,5.08,5.03,3.2,975
2708,0.9,Very Good,E,VS2,60.2,58.0,6.19,6.23,3.73,5608
2709,0.91,Premium,H,VS2,62.0,60.0,6.19,6.13,3.8,4436
2710,0.34,Ideal,H,VVS1,61.9,55.0,4.49,4.53,2.79,880
2711,1.05,Ideal,G,VS2,62.0,57.0,6.44,6.48,4.0,5177
2712,0.55,Premium,E,SI2,60.9,58.0,5.29,5.32,3.24,1675
2713,1.02,Ideal,G,VS2,61.4,55.0,6.49,6.54,4.0,5778
2714,0.7,Premium,F,SI1,62.8,58.0,5.67,5.63,3.55,2839
2715,0.4,Ideal,F,VVS1,62.5,54.0,4.68,4.71,2.94,1216
2716,0.33,Premium,H,VVS1,61.2,58.0,4.47,4.44,2.73,965
2717,0.31,Ideal,H,VS1,62.1,53.0,4.32,4.35,2.69,648
2718,0.33,Ideal,E,VS1,62.0,55.0,4.42,4.45,2.75,853
2719,2.03,Very Good,J,VS2,62.7,58.0,8.0,8.12,5.05,14038
2720,1.2,Premium,F,SI2,62.0,59.0,6.76,6.68,4.17,4746
2721,1.02,Very Good,D,SI2,62.3,56.0,6.45,6.42,4.0,4751
2722,1.01,Very Good,E,VS1,61.0,58.0,6.41,6.45,3.92,8022
2723,1.2,Very Good,H,VS2,63.1,58.0,6.72,6.68,4.22,6720
2724,0.56,Ideal,H,VVS1,60.4,56.0,5.35,5.39,3.25,2052
2725,0.29,Ideal,F,VS1,61.3,56.0,4.27,4.3,2.63,566
2726,0.5,Ideal,G,VS1,61.9,55.0,5.11,5.14,3.17,1754
2727,2.02,Premium,E,SI2,61.5,59.0,8.14,8.06,4.97,17237
2728,1.0,Premium,H,SI2,62.9,58.0,6.44,6.39,4.03,3669
2729,1.02,Ideal,G,VS1,61.5,56.0,6.47,6.5,3.99,6377
2730,1.5,Premium,H,VS1,60.5,58.0,7.3,7.34,4.41,11368
2731,1.33,Premium,H,SI1,62.0,58.0,7.05,6.97,4.36,5698
2732,0.55,Premium,H,VS1,61.0,59.0,5.31,5.28,3.23,1590
2733,0.91,Good,I,VS1,63.1,62.0,6.12,6.1,3.85,3580
2734,0.81,Ideal,G,SI2,62.1,57.0,5.98,5.92,3.7,2401
2735,0.71,Very Good,F,SI1,62.3,57.0,5.64,5.69,3.53,2509
2736,1.12,Premium,D,SI2,62.4,60.0,6.62,6.64,4.14,5038
2737,1.06,Ideal,G,SI1,61.5,56.0,6.54,6.57,4.03,5412
2738,0.31,Ideal,D,VS2,61.8,57.0,4.38,4.36,2.7,670
2739,1.5,Ideal,I,VS1,62.7,55.0,7.29,7.31,4.58,9526
2740,0.3,Ideal,H,VVS2,60.9,57.0,4.36,4.37,2.66,605
2741,1.5,Premium,G,VS1,60.9,59.0,7.32,7.37,4.46,11825
2742,1.02,Premium,H,SI1,62.7,60.0,6.39,6.36,4.0,4378
2743,0.24,Ideal,H,VS1,61.4,57.0,3.99,4.03,2.44,446
2744,1.01,Premium,E,SI2,61.3,59.0,6.43,6.34,3.92,3508
2745,1.01,Good,G,VS1,64.0,59.0,6.24,6.27,4.01,6397
2746,1.54,Premium,H,SI1,59.9,60.0,7.53,7.48,4.49,11093
2747,0.3,Premium,E,SI1,61.9,58.0,4.28,4.31,2.66,675
2748,0.32,Ideal,E,VS2,61.8,55.0,4.45,4.41,2.74,900
2749,0.4,Very Good,F,VS1,60.8,57.0,4.74,4.79,2.9,891
2750,0.51,Ideal,G,VS1,62.3,56.0,5.08,5.13,3.18,1637
2751,0.9,Very Good,G,SI1,60.9,57.0,6.17,6.21,3.77,3570
2752,1.5,Very Good,H,SI1,62.2,57.0,7.26,7.33,4.54,8566
2753,0.7,Good,E,VS2,63.3,54.0,5.68,5.72,3.6,4289
2754,0.32,Very Good,D,SI2,63.0,58.0,4.35,4.36,2.74,477
2755,0.7,Very Good,G,VS2,62.5,55.0,5.65,5.7,3.55,2452
2756,1.13,Ideal,H,VS2,61.9,57.0,6.66,6.69,4.14,5923
2757,1.05,Ideal,H,VS1,61.9,57.0,6.5,6.54,4.02,6479
2758,1.18,Premium,I,VS2,61.9,59.0,6.82,6.8,4.21,6052
2759,0.9,Premium,G,SI2,62.0,61.0,6.11,6.14,3.8,3584
2760,0.34,Very Good,D,SI2,62.9,55.0,4.5,4.47,2.82,689
2761,0.31,Ideal,H,VS2,61.2,54.0,4.37,4.39,2.68,507
2762,1.51,Very Good,I,SI1,62.3,63.0,7.29,7.27,4.53,9225
2763,0.51,Very Good,E,SI1,59.9,63.0,5.14,5.17,3.1,1330
2764,1.02,Premium,D,SI2,59.5,62.0,6.56,6.48,3.88,4977
2765,1.0,Very Good,D,VS1,63.1,60.0,6.32,6.31,3.99,7372
2766,1.2,Ideal,I,VS1,60.8,55.0,6.9,6.84,4.18,5598
2767,0.52,Ideal,E,VS2,61.8,57.0,5.16,5.18,3.19,1825
2768,0.41,Ideal,D,VVS2,62.0,57.0,4.77,4.74,2.95,1356
2769,2.28,Good,H,SI2,63.7,56.0,8.26,8.31,5.3,13892
2770,1.2,Premium,H,SI1,61.9,59.0,6.79,6.74,4.19,5595
2771,0.71,Very Good,I,VVS1,62.1,58.0,5.68,5.72,3.54,2479
2772,0.3,Good,G,SI2,63.8,55.0,4.26,4.28,2.73,382
2773,1.05,Very Good,G,SI1,63.1,57.0,6.42,6.46,4.06,4445
2774,0.51,Premium,F,VVS1,61.0,59.0,5.18,5.15,3.15,2344
2775,0.55,Ideal,E,VS1,61.9,57.0,5.26,5.29,3.26,1970
2776,0.5,Premium,E,SI2,62.4,59.0,5.07,5.06,3.16,1185
2777,1.27,Ideal,G,VS1,61.4,55.0,7.02,6.95,4.28,9882
2778,0.35,Ideal,H,VS2,61.3,54.0,4.56,4.6,2.81,539
2779,0.31,Ideal,E,VVS2,62.1,57.0,4.32,4.34,2.69,766
2780,0.3,Ideal,F,VS2,61.8,56.0,4.37,4.33,2.69,580
2781,0.37,Premium,E,VS2,60.1,59.0,4.6,4.65,2.78,811
2782,2.2,Ideal,H,SI2,61.8,55.0,8.41,8.34,5.18,17723
2783,0.33,Ideal,G,VS1,61.6,56.0,4.42,4.4,2.72,854
2784,0.3,Premium,G,VS1,59.4,59.0,4.25,4.29,2.55,776
2785,1.5,Premium,F,SI1,61.3,59.0,7.35,7.38,4.52,11047
2786,0.53,Ideal,E,SI2,61.5,56.0,5.17,5.3,3.21,1321
2787,1.02,Very Good,E,SI1,63.4,58.0,6.4,6.35,4.04,5257
2788,0.9,Very Good,E,SI1,61.8,56.0,6.14,6.18,3.81,4034
2789,2.02,Premium,I,VS2,67.5,58.0,7.77,7.68,5.21,11094
2790,0.42,Ideal,G,VS1,61.3,56.0,4.87,4.83,2.98,1107
2791,1.2,Ideal,D,VS2,62.8,57.0,6.77,6.7,4.23,8858
2792,0.26,Very Good,E,VVS2,61.7,58.0,4.1,4.14,2.54,485
2793,0.5,Very Good,G,VVS1,62.0,56.0,5.08,5.12,3.16,1966
2794,0.9,Ideal,I,VS2,61.1,56.0,6.21,6.16,3.79,3082
2795,0.31,Premium,G,SI1,60.9,58.0,4.34,4.37,2.65,593
2796,0.72,Ideal,G,VS1,60.9,56.0,5.81,5.83,3.54,3447
2797,0.9,Very Good,I,VS1,63.0,58.0,6.11,6.15,3.86,3398
2798,1.02,Very Good,F,VVS2,62.3,59.0,6.42,6.47,4.01,8917
2799,0.51,Ideal,E,VS1,61.8,55.0,5.15,5.18,3.19,1825
2800,1.21,Ideal,G,VS2,59.6,56.0,7.03,6.94,4.13,9072
2801,0.31,Premium,G,VS2,60.1,58.0,4.43,4.39,2.65,698
2802,1.52,Premium,H,SI2,62.3,60.0,7.31,7.36,4.57,7909
2803,0.51,Premium,G,VS1,62.5,58.0,5.08,5.13,3.19,1569
2804,1.02,Very Good,G,VS2,63.8,59.0,6.33,6.29,4.02,5750
2805,0.71,Premium,G,SI1,60.5,58.0,5.78,5.85,3.52,2360
2806,0.31,Ideal,H,VVS2,62.7,54.0,4.34,4.37,2.73,705
2807,1.01,Premium,H,VVS1,60.9,59.0,6.55,6.51,3.96,6499
2808,0.4,Ideal,D,SI2,62.1,56.4,4.73,4.72,2.93,855
2809,0.55,Premium,H,VS1,61.3,58.0,5.29,5.24,3.22,1668
2810,1.02,Premium,G,VVS1,62.5,58.0,6.4,6.36,3.99,7982
2811,0.28,Very Good,F,VS1,61.5,56.0,4.2,4.23,2.59,605
2812,0.7,Good,I,SI1,64.2,58.0,5.52,5.57,3.57,2028
2813,1.21,Premium,H,VS1,61.8,58.0,6.84,6.81,4.22,7862
2814,0.54,Very Good,E,VS2,61.2,58.0,5.24,5.21,3.2,1637
2815,0.9,Ideal,E,SI1,62.6,56.0,6.14,6.19,3.86,4668
